date,Actuals & Commitment,P1,P2,P3,Bluesky,MCOM,On-Call,Expenses,AnB,Tech Funds,month_end_title,client_unit,legal_entity,month_end_helper,adjustments
2019-01-01,1405832,1405832,0,0,0,0,0,0,0,0,2019-01-01,HSBC,GFT FINANCIAL LTD.,2019-01-01,0
2019-01-01,1405303.59,1405303.59,0,0,0,0,0,0,0,0,2019-02-01,HSBC,GFT FINANCIAL LTD.,2019-02-01,0
2019-02-01,1310236.88,1310236.88,0,0,0,0,0,0,0,0,2019-02-01,HSBC,GFT FINANCIAL LTD.,2019-02-01,0
2019-01-01,1405303.59,1405303.59,0,0,0,0,0,0,0,0,2019-03-01,HSBC,GFT FINANCIAL LTD.,2019-03-01,0
2019-02-01,1310236.88,1310236.88,0,0,0,0,0,0,0,0,2019-03-01,HSBC,GFT FINANCIAL LTD.,2019-03-01,0
2019-03-01,1401066.65,1401066.65,0,0,0,0,0,0,0,0,2019-03-01,HSBC,GFT FINANCIAL LTD.,2019-03-01,0
2019-01-01,1405303.59,1405303.59,,,0,0,0,0,0,0,2019-04-01,HSBC,GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,1310236.88,1310236.88,,,0,0,0,0,0,0,2019-04-01,HSBC,GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,1401066.65,1401066.65,,,0,0,0,0,0,0,2019-04-01,HSBC,GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,1293343.14,1293343.14,,,0,0,0,0,0,0,2019-04-01,HSBC,GFT FINANCIAL LTD.,2019-04-01,0
2019-01-01,1405303.59,1405303.59,,,0,0,0,0,0,0,2019-05-01,HSBC,GFT FINANCIAL LTD.,2019-05-01,0
2019-02-01,1310236.88,1310236.88,,,0,0,0,0,0,0,2019-05-01,HSBC,GFT FINANCIAL LTD.,2019-05-01,0
2019-03-01,1401066.65,1401066.65,,,0,0,0,0,0,0,2019-05-01,HSBC,GFT FINANCIAL LTD.,2019-05-01,0
2019-04-01,1293343.14,1293343.14,,,0,0,0,0,0,0,2019-05-01,HSBC,GFT FINANCIAL LTD.,2019-05-01,0
2019-05-01,1270424.68,1270424.68,0,0,0,0,0,0,0,0,2019-05-01,HSBC,GFT FINANCIAL LTD.,2019-05-01,0
2019-01-01,1405303.59,1405303.59,,,0,0,0,0,0,0,2019-06-01,HSBC,GFT FINANCIAL LTD.,2019-06-01,0
2019-02-01,1310236.88,1310236.88,,,0,0,0,0,0,0,2019-06-01,HSBC,GFT FINANCIAL LTD.,2019-06-01,0
2019-03-01,1401066.65,1401066.65,,,0,0,0,0,0,0,2019-06-01,HSBC,GFT FINANCIAL LTD.,2019-06-01,0
2019-04-01,1293343.14,1293343.14,,,0,0,0,0,0,0,2019-06-01,HSBC,GFT FINANCIAL LTD.,2019-06-01,0
2019-05-01,1277774.34,1277774.34,0,0,0,0,0,0,0,0,2019-06-01,HSBC,GFT FINANCIAL LTD.,2019-06-01,0
2019-06-01,1312702.22,1312702.22,,,0,0,0,0,0,0,2019-06-01,HSBC,GFT FINANCIAL LTD.,2019-06-01,0
2019-01-01,1405303.59,1405303.59,,,0,0,0,0,0,0,2019-07-01,HSBC,GFT FINANCIAL LTD.,2019-07-01,0
2019-02-01,1310236.88,1310236.88,,,0,0,0,0,0,0,2019-07-01,HSBC,GFT FINANCIAL LTD.,2019-07-01,0
2019-03-01,1401066.65,1401066.65,,,0,0,0,0,0,0,2019-07-01,HSBC,GFT FINANCIAL LTD.,2019-07-01,0
2019-04-01,1293343.14,1293343.14,,,0,0,0,0,0,0,2019-07-01,HSBC,GFT FINANCIAL LTD.,2019-07-01,0
2019-05-01,1277774.34,1277774.34,0,0,0,0,0,0,0,0,2019-07-01,HSBC,GFT FINANCIAL LTD.,2019-07-01,0
2019-06-01,1305356.12,1305356.12,,,0,0,0,0,0,0,2019-07-01,HSBC,GFT FINANCIAL LTD.,2019-07-01,0
2019-07-01,1440058.01,1440058.01,,,0,0,0,0,0,0,2019-07-01,HSBC,GFT FINANCIAL LTD.,2019-07-01,0
2019-01-01,1405303.59,1405303.59,,,0,0,0,0,0,0,2019-08-01,HSBC,GFT FINANCIAL LTD.,2019-08-01,0
2019-02-01,1310236.88,1310236.88,,,0,0,0,0,0,0,2019-08-01,HSBC,GFT FINANCIAL LTD.,2019-08-01,0
2019-03-01,1401066.65,1401066.65,,,0,0,0,0,0,0,2019-08-01,HSBC,GFT FINANCIAL LTD.,2019-08-01,0
2019-04-01,1293343.14,1293343.14,,,0,0,0,0,0,0,2019-08-01,HSBC,GFT FINANCIAL LTD.,2019-08-01,0
2019-05-01,1277774.34,1277774.34,0,0,0,0,0,0,0,0,2019-08-01,HSBC,GFT FINANCIAL LTD.,2019-08-01,0
2019-06-01,1305356.12,1305356.12,,,0,0,0,0,0,0,2019-08-01,HSBC,GFT FINANCIAL LTD.,2019-08-01,0
2019-07-01,1440058.01,1440058.01,,,0,0,0,0,0,0,2019-08-01,HSBC,GFT FINANCIAL LTD.,2019-08-01,0
2019-08-01,1212872.98,1205604.99,,,0,0,0,0,0,0,2019-08-01,HSBC,GFT FINANCIAL LTD.,2019-08-01,0
2019-01-01,1405303.59,1405303.59,,,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-02-01,1310236.88,1310236.88,,,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-03-01,1401066.65,1401066.65,,,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-04-01,1293343.14,1293343.14,,,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-05-01,1277774.34,1277774.34,0,0,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-06-01,1305356.12,1305356.12,,,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-07-01,1440058.01,1440058.01,,,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-08-01,1212872.98,1212872.98,,,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-09-01,1291997.97,1291997.97,,,0,0,0,0,0,0,2019-09-01,HSBC,GFT FINANCIAL LTD.,2019-09-01,0
2019-01-01,1405303.59,1405303.59,,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-02-01,1310236.88,1310236.88,,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-03-01,1401066.65,1401066.65,,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-04-01,1293343.14,1293343.14,,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-05-01,1277774.34,1277774.34,0,0,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-06-01,1305356.12,1305356.12,,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-07-01,1440058.01,1440058.01,,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-08-01,1212872.98,1212872.98,,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-09-01,1291997.97,1291997.97,,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-10-01,1466871.69,1466871.69,0,,0,0,0,0,0,0,2019-10-01,HSBC,GFT FINANCIAL LTD.,2019-10-01,0
2019-01-01,1405303.59,1405303.59,,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-02-01,1310236.88,1310236.88,,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-03-01,1401066.65,1401066.65,,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-04-01,1293343.14,1293343.14,,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-05-01,1277774.34,1277774.34,0,0,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-06-01,1305356.12,1305356.12,,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-07-01,1440058.01,1440058.01,,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-08-01,1212872.98,1212872.98,,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-09-01,1291997.97,1291997.97,,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-10-01,1466871.69,1466871.69,0,,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2019-11-01,1417747.57,1417747.57,,0,0,0,0,0,0,0,2019-11-01,HSBC,GFT FINANCIAL LTD.,2019-11-01,0
2020-01-01,1422489.995,1047885.142,374604.8537,0,0,0,0,0,0,0,2020-01-01,HSBC,GFT FINANCIAL LTD.,2020-01-01,0
2020-01-01,1511000,1511000,0,0,0,0,0,0,0,0,2020-02-01,HSBC,GFT FINANCIAL LTD.,2020-01-01,0
2020-02-01,1423323.24,1213218.93,210104.3105,0,0,0,0,0,0,0,2020-02-01,HSBC,GFT FINANCIAL LTD.,2020-01-01,0
2020-01-01,1511000,1511000,0,0,0,0,0,0,0,0,2020-02-01,HSBC,GFT FINANCIAL LTD.,2020-01-01,0
2020-02-01,1423323.24,1213218.93,210104.3105,0,0,0,0,0,0,0,2020-02-01,HSBC,GFT FINANCIAL LTD.,2020-01-01,0
2019-01-01,4044960.804,4044960.804,0,0,0,0,0,0,0,,2019-01-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-01-01,60779.95
2019-01-01,4001300.637,4001300.637,0,0,0,0,0,0,0,,2019-02-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-01-01,0
2019-02-01,3964969.949,3964969.949,0,0,0,0,0,0,0,,2019-02-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-01-01,0
2019-01-01,4447428.444,4447428.444,0,0,0,0,0,0,0,,2019-03-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-01-01,0
2019-02-01,4378840.928,4378840.928,0,0,0,0,0,0,0,,2019-03-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-01-01,0
2019-03-01,3961324.067,3961324.067,0,0,0,0,0,0,0,,2019-03-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-01-01,0
2019-01-01,3925733.71,3925733.71,0,0,0,0,0,0,0,,2019-04-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,3952122.836,3952122.836,0,0,0,0,0,0,0,,2019-04-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,3739010.939,3739010.939,0,0,0,0,0,0,0,,2019-04-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,3254017.048,3254017.048,0,0,0,0,0,0,0,,2019-04-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-01-01,3912590.923,3912590.923,0,0,0,0,0,0,0,,2019-05-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,3937278.908,3937278.908,0,0,0,0,0,0,0,,2019-05-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,3733927.474,3733927.474,0,0,0,0,0,0,0,,2019-05-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,3289257.86,3289257.86,0,0,0,0,0,0,0,,2019-05-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-05-01,3938110.27,3938110.27,0,0,0,0,0,0,0,,2019-05-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-01-01,3874864.439,3874864.439,0,0,0,0,0,0,0,,2019-06-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,3918147.462,3918147.462,0,0,0,0,0,0,0,,2019-06-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,3734097.832,3734097.832,0,0,0,0,0,0,0,,2019-06-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,3299790.244,3299790.244,0,0,0,0,0,0,0,,2019-06-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-05-01,3930803.424,3930803.424,0,0,0,0,0,0,0,,2019-06-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-06-01,3336984.761,3336984.761,0,0,0,0,0,0,0,,2019-06-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-01-01,3876615.784,3876615.784,0,0,0,0,0,0,0,,2019-07-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,3921374.383,3921374.383,0,0,0,0,0,0,0,,2019-07-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,3737359.618,3737359.618,0,0,0,0,0,0,0,,2019-07-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,3313810.168,3313810.168,0,0,0,0,0,0,0,,2019-07-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-05-01,3925784.919,3925784.919,0,0,0,0,0,0,0,,2019-07-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-06-01,3331837.333,3331837.333,0,0,0,0,0,0,0,,2019-07-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-07-01,3812219.254,3812219.254,0,0,0,0,0,0,0,,2019-07-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-01-01,3876359.343,3876359.343,0,0,0,0,0,0,0,,2019-08-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,3922578.75,3922578.75,0,0,0,0,0,0,0,,2019-08-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,3738924.5,3738924.5,0,0,0,0,0,0,0,,2019-08-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,3312955.605,3312955.605,0,0,0,0,0,0,0,,2019-08-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-05-01,3931595.705,3931595.705,0,0,0,0,0,0,0,,2019-08-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-06-01,3339491.763,3339491.763,0,0,0,0,0,0,0,,2019-08-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-07-01,3801090.572,3801090.572,0,0,0,0,0,0,0,,2019-08-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-08-01,3053881.922,3039967.742,12260.7,1653.48,0,0,0,0,0,,2019-08-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-01-01,3876180.288,3876180.288,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,3922360.882,3922360.882,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,3738676.335,3738676.335,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,3312058.547,3312058.547,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-05-01,3924069.675,3924069.675,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-06-01,3326428.12,3326428.12,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-07-01,3781617.75,3781617.75,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-08-01,3028206.344,3028206.344,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-09-01,3406447.122,3406447.122,0,0,0,0,0,0,0,,2019-09-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-01-01,3876342.476,3876342.476,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,3922487.597,3922487.597,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,3738789.825,3738789.825,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,3313383.677,3313383.677,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-05-01,3924787.001,3924787.001,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-06-01,3328427.059,3328427.059,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-07-01,3773970.577,3773970.577,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-08-01,3018152.843,3018152.843,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-09-01,3400057.218,3400057.218,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-10-01,3740586.729,3740586.729,0,0,0,0,0,0,0,,2019-10-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-01-01,3876384.928,3876384.928,0,0,0,0,0,0,0,,2019-11-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-02-01,3922516.722,3922516.722,0,0,0,0,0,0,0,,2019-11-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-03-01,3738836.757,3738836.757,0,0,0,0,0,0,0,,2019-11-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
2019-04-01,3313471.456,3313471.456,0,0,0,0,0,0,0,,2019-11-01,DB UK (EUR),GFT FINANCIAL LTD.,2019-04-01,0
